t	x_tail	x_peak	y_peak	x_mean	x_nose	x_nose_ISC	volume	UmeanV	delta_min	delta_mean	delta_max	delta_min_smooth	delta_max_smooth
2.43603 5.9533867835998535 4.460379471336798 0.46812289567875637 6.3563690185546875 8.835622787475586 ? 1.6024644498897493 1.3179611710844337 0.03183080655491416 0.1258356225033217 0.4947621720838948 0 0
2.60158 6.213639736175537 4.6452295190036885 0.46826677250716203 6.575309753417969 9.106194496154785 ? 1.6024118268521024 1.325620476037551 0.03168691533594753 0.1304146313409903 0.4947621720838948 0 0
2.76106 6.4584197998046875 4.79737390858112 0.4688796416021204 6.787575721740723 9.364105224609375 ? 1.6023422579546902 1.3338179028855448 0.031073538745679363 0.13671636365626721 0.49922324109577076 0 0
2.91823 6.7037353515625 4.951371272762652 0.47177841877864196 6.998080253601074 9.618742942810059 ? 1.6022973050816662 1.3423365067975712 0.02817491782959347 0.1426371505038881 0.4947621720838948 0 0
3.07685 6.943668842315674 5.099419942843054 0.4722377771725193 7.211658477783203 9.8753662109375 ? 1.602419961886298 1.3513351666971574 0.027715368147844976 0.14898167106644855 0.4947621720838948 0 0
3.24171 7.192424774169922 5.255062544199213 0.4733956753405668 7.435279846191406 10.141664505004883 ? 1.6024630363308816 1.3606224004208018 0.0265570143994191 0.15535021090858592 0.49614707226708676 0 0
3.40416 7.4342803955078125 5.424065818618757 0.47217183925340617 7.657210350036621 10.404010772705078 ? 1.6024434395319298 1.3696709196020078 0.02778145800491183 0.16043448545445255 0.4947621720838948 0 0
3.56719 7.68140172958374 5.588852520429655 0.47085474000017596 7.881382465362549 10.66857624053955 ? 1.602373243435353 1.3785714760804224 0.02909868899441459 0.16575592292648733 0.4947621720838948 0 0
3.7255 7.922783851623535 5.722138297117905 0.46640812224939604 8.100347518920898 10.923813819885254 ? 1.6023623152450708 1.386893830132207 0.03354531335097599 0.17232394053541206 0.49914274523134217 0 0
3.87939 8.159469604492188 5.9078090158220835 0.46504655972074743 8.314509391784668 11.172689437866211 ? 1.6023371778875972 1.3947406628695302 0.03490745020805791 0.17527485275562305 0.4947621720838948 0 0
4.03126 8.395745277404785 6.028583540440989 0.4630593391076846 8.527027130126953 11.420116424560547 ? 1.6024067916298617 1.4022987646581142 0.036252828093049194 0.18161767325601996 0.4947621720838948 0 0
