t	x_tail	x_peak	y_peak	x_mean	x_nose	x_nose_ISC	volume	UmeanV	delta_min	delta_mean	delta_max	delta_min_smooth	delta_max_smooth
4.18057 8.6199312210083 6.189871675575455 0.45946186723114196 8.736895561218262 11.660825729370117 ? 1.6024163177137971 1.4095138749622718 0.03719757717042993 0.18530559395948565 0.4947621720838948 0 0
4.33204 8.847826957702637 6.360041021621159 0.46076574530821585 8.951127052307129 11.906790733337402 ? 1.6024679127434598 1.416634714676373 0.03918869278766418 0.18867313217021114 0.4947621720838948 0 0
4.47748 9.0665864944458 6.489891852363489 0.45813664652791247 9.157771110534668 12.139198303222656 ? 1.6023575541699444 1.4233979740367242 0.041818054530438076 0.19356673397381163 0.4947621720838948 0 0
4.62203 9.283047676086426 6.69028435975197 0.4573794222571378 9.364043235778809 12.373148918151855 ? 1.602495786232475 1.4298460899583358 0.0425753545387873 0.19482608909271393 0.4947621720838948 0 0
4.76552 9.495182037353516 6.813254891067568 0.4564331212515605 9.569740295410156 12.607573509216309 ? 1.6026280479013943 1.4359908704901418 0.04207285459832216 0.199570459896604 0.4947621720838948 0 0
4.89731 9.68728256225586 6.9549811886172135 0.4543179331201281 9.759326934814453 12.817538261413574 ? 1.602727699253184 1.4415046286038828 0.040042985052499924 0.2025365222456459 0.4947621720838948 0 0
5.03192 9.875020027160645 7.126997333942073 0.44962371408978435 9.953737258911133 13.041311264038086 ? 1.6027856850895241 1.4470753473022004 0.045887086130705856 0.20433192414668755 0.4947621720838948 0 0
5.17124 10.069564819335938 7.278709246475871 0.4482317056554789 10.155766487121582 13.261896133422852 ? 1.6028485778067882 1.4525244629097502 0.044620285189314546 0.20728253307142985 0.4947621720838948 0 0
5.30134 10.253746032714844 7.4085871699047345 0.44669021821622523 10.34507942199707 13.473306655883789 ? 1.6028615358311442 1.4574377558066516 0.0430087742115276 0.21046622302582807 0.4947621720838948 0 0
5.43179 10.43545150756836 7.568751146583774 0.44469152342211404 10.53565788269043 13.683844566345215 ? 1.6029636731592423 1.4622860156510806 0.042648014108322974 0.21237247095905648 0.4947621720838948 0 0
5.56657 10.623893737792969 7.7269045395521605 0.43927441104126436 10.73293685913086 13.903437614440918 ? 1.6030808193731039 1.4672555239458274 0.044608474887704974 0.21455738030232457 0.4947621720838948 0 0
5.70517 10.814385414123535 7.900295000908935 0.43910008702008424 10.936657905578613 14.125446319580078 ? 1.6032845774306077 1.4722449217569793 0.045767271568402546 0.2163403766026033 0.4947621720838948 0 0
5.83575 10.995695114135742 8.143594309763618 0.45696762056616536 11.129180908203125 14.337235450744629 ? 1.6034093088981927 1.4768322887693526 0.042987197418166534 0.21528150723557116 0.4947621720838948 0 0
5.97012 11.179523468017578 8.301935953883627 0.4554804293211254 11.32786750793457 14.55482292175293 ? 1.603621306665709 1.4814855461806238 0.04447453741208074 0.21731481186875395 0.4947621720838948 0 0
6.10407 11.3645658493042 8.455551414421075 0.4579851944639537 11.526494026184082 14.771692276000977 ? 1.6038503113193376 1.4861041875935126 0.041969419780062966 0.21939341003203466 0.4947621720838948 0 0
6.24837 9.24570083618164 8.616366223795842 0.45677710536630783 11.741216659545898 15.003145217895508 ? 1.60396306680233 1.4907881890903365 0.04317728303030949 0.2218089653920931 0.49924770525424617 0 0
