Points_0,Points_1,Points_2,u.x_0,u.x_1,u.x_2,u.x_Magnitude
11.7505,0.174074,0,1.55784,-0.03743,0.000419912,1.55829
11.7442,-0.225393,2.1684e-19,1.55368,-0.0652632,0.0177164,1.55515
11.7489,-0.224554,0,1.54541,-0.0622535,0.0151684,1.54674
10.7263,-0.062963,0,1.62206,-0.411591,-0.279047,1.69657
10.7249,-0.0666074,0,1.61005,-0.420607,-0.274241,1.68653
11.7552,0.17568,0,1.56379,-0.0367736,-0.00241914,1.56422
11.7662,0.177153,0,1.56657,-0.0316767,-0.00595916,1.5669
11.7662,-0.364035,0,0.878308,-0.0072587,-0.000102656,0.878338
11.7552,-0.223539,0,1.5348,-0.0581948,0.0119184,1.53595
11.7498,-0.224472,0,1.54422,-0.0617274,0.0147864,1.54553
11.7662,-0.222979,0,1.52429,-0.04426,0.00582714,1.52494
10.7248,-0.0676772,0,1.60471,-0.424717,-0.272374,1.68216
10.7239,-0.0703704,0,1.59515,-0.431882,-0.268607,1.67427
11.7772,0.178841,0,1.56611,-0.0242844,-0.00900183,1.56632
11.7772,-0.363837,0,0.880246,-0.00775423,-0.000111002,0.88028
11.7772,-0.222796,0,1.52156,-0.0256412,0.000989962,1.52177
10.7205,-0.0777778,4.33681e-19,1.57742,-0.436939,-0.256318,1.65677
10.719,-0.080994,0,1.56827,-0.437445,-0.247564,1.64685
10.7217,-0.0752679,0,1.58101,-0.438681,-0.262177,1.66156
11.7847,0.181481,0,1.57064,-0.0170457,-0.00979856,1.57076
11.7882,-0.223582,0,1.52073,-0.00778632,-0.00370507,1.52075
11.7935,-0.224805,0,1.52448,-0.00110561,-0.0042376,1.52449
11.7882,-0.363648,0,0.882094,-0.00779455,-5.54649e-05,0.882129
11.7332,0.3647,0,0.874077,0.00556408,-0.000227512,0.874095
11.7442,0.364464,0,0.876494,0.00647748,-0.000248163,0.876518
11.7552,0.364241,0,0.87879,0.00703427,-0.000238375,0.878818
11.7222,0.364948,0,0.871719,0.00463373,-0.000220179,0.871731
11.7112,0.365211,0,0.869321,0.00451315,-0.000268308,0.869333
11.7002,0.365494,0,0.866573,0.00499781,-0.00030693,0.866588
11.6892,0.365792,0,0.86368,0.00552368,-0.00031134,0.863698
11.6783,0.366137,0,0.860415,0.00614221,-0.000356895,0.860437
11.6673,0.366527,0,0.856766,0.00598685,-0.000417419,0.856787
11.6637,0.366667,0,0.855536,0.00566484,-0.000406487,0.855554
11.6563,0.366948,0,0.853267,0.00502487,-0.000352646,0.853282
11.7662,0.364029,0,0.880955,0.00747204,-0.000246663,0.880987
11.7772,0.363828,0,0.883018,0.00761615,-0.000262555,0.883051
10.7189,-0.0815837,0,1.56534,-0.439016,-0.246349,1.6443
10.7173,-0.0851852,0,1.55469,-0.440028,-0.236995,1.63305
11.7882,0.363638,0,0.884839,0.00730415,-0.000237234,0.884869
11.7882,0.183075,0,1.57295,-0.0126222,-0.00859468,1.57302
11.7992,0.184158,0,1.57052,-0.00354589,-0.00797226,1.57054
11.794,-0.224934,0,1.52487,-0.000454654,-0.00425872,1.52487
11.798,-0.225926,0,1.52789,0.00478022,-0.00457269,1.52791
11.7992,-0.363468,0,0.883803,-0.0081156,5.75652e-05,0.883841
11.7992,0.363459,0,0.886514,0.00726424,-0.00017905,0.886544
11.6233,0.368007,0,0.846388,0.00584289,-8.31306e-05,0.846408
11.6343,0.367676,0,0.848672,0.00500186,-0.000109937,0.848687
11.6453,0.367328,0,0.85076,0.00417598,-0.000213573,0.85077
11.6123,0.368311,0,0.844396,0.0052109,-9.51464e-05,0.844412
11.6013,0.368576,0,0.843036,0.0047745,-0.000128846,0.843049
11.5903,0.36882,0,0.841634,0.00560601,-0.000182795,0.841653
11.5793,0.369049,0,0.840111,0.00548002,-0.000175843,0.840129
11.5683,0.369256,0,0.838868,0.00510467,-0.000135201,0.838884
11.5573,0.369447,0,0.838365,0.00479953,-0.000109187,0.838379
11.5463,0.369072,0,0.832879,0.00446739,-2.4586e-05,0.832891
11.5353,0.369894,0,0.854043,0.00689537,-0.000162369,0.854071
11.5243,0.369819,0,0.854561,0.00597165,-0.000161685,0.854581
11.5133,0.369994,0,0.855119,0.00502958,-0.000206448,0.855134
11.5023,0.370541,0,0.846207,0.00484202,-0.000201368,0.846221
11.4914,0.369197,0,0.860401,0.00567268,0.000176445,0.86042
11.4804,0.369445,0,0.858842,0.00411713,8.46332e-05,0.858852
11.4694,0.370608,0,0.839133,0.00257233,5.28937e-05,0.839137
11.4584,0.370832,0,0.837387,0.00527464,7.13269e-05,0.837404
11.4474,0.370283,0,0.853748,0.00437415,0.000124178,0.853759
11.4364,0.369878,0,0.851313,0.00457414,0.000119969,0.851326
11.4254,0.370682,0,0.840549,0.00446816,-3.84184e-05,0.840561
11.4144,0.370058,0,0.84966,0.00469605,0.000328362,0.849673
11.4034,0.370953,0,0.837124,0.00755949,0.000315189,0.837158
11.3924,0.370103,0,0.844486,0.00584374,5.08178e-06,0.844506
11.3814,0.370169,0,0.842114,0.00513421,0.000103671,0.84213
11.3704,0.370219,0,0.837781,0.00366268,0.000371345,0.837789
11.3594,0.370272,0,0.828865,0.00253159,0.000180238,0.828869
11.3484,0.37038,0,0.8275,0.00416013,0.000202076,0.82751
11.3374,0.370634,0,0.828611,0.00610102,0.000677688,0.828634
11.3264,0.370903,0,0.826915,0.0065317,0.000880046,0.826941
11.3154,0.371213,0,0.821699,0.00595161,0.000726526,0.821721
11.3044,0.371588,0,0.806722,0.00552095,0.00027019,0.806741
11.2935,0.372026,0,0.803521,0.00566694,0.000378139,0.803541
11.2825,0.372529,0,0.80134,0.00564908,0.000466952,0.80136
11.2715,0.373131,0,0.795018,0.00530125,0.000378977,0.795036
11.2605,0.373865,0,0.784331,0.00515551,0.000187942,0.784348
11.2577,0.374074,0,0.781226,0.00530619,0.000117043,0.781244
11.2495,0.374666,0,0.777644,0.00565961,0.000213667,0.777664
10.7151,-0.0925926,0,1.5219,-0.450264,-0.217816,1.60199
10.7131,-0.0960494,0,1.50772,-0.450877,-0.20949,1.58758
11.8102,0.186007,0,1.56442,0.00451891,-0.00918172,1.56445
11.7992,-0.226283,0,1.52994,0.00621006,-0.0043053,1.52996
11.8041,-0.226756,0,1.53506,0.00821183,-0.00301798,1.53509
11.8049,-0.226793,0,1.53565,0.00853125,-0.00287834,1.53567
11.8102,-0.227263,0,1.5406,0.0106781,-0.00168093,1.54063
11.8102,-0.363297,0,0.885521,-0.00918981,0.000131996,0.885569
11.8102,0.363286,0,0.888257,0.00758009,-0.000110741,0.888289
11.2165,0.37645,0,0.765725,0.00467879,0.000164274,0.765739
11.2275,0.375952,0,0.769126,0.0060796,0.000122197,0.76915
11.2385,0.37535,0,0.773185,0.00627391,0.000194563,0.77321
11.2055,0.376835,0,0.762997,0.00337358,0.00031767,0.763005
11.1945,0.377151,0,0.760694,0.00390086,0.000440293,0.760704
11.1835,0.377433,0,0.758782,0.00612543,0.000400843,0.758807
11.1725,0.377598,0,0.758099,0.00850335,0.000282974,0.758147
11.1615,0.377745,0,0.757315,0.00748158,0.000124604,0.757352
11.1505,0.377888,0,0.756489,0.00344781,0.000118266,0.756497
11.1395,0.378016,0,0.756241,0.000898836,0.000575347,0.756242
11.1285,0.378146,0,0.756602,0.00409706,0.00120624,0.756614
11.1175,0.37832,0,0.756598,0.0109782,0.00125365,0.756679
11.1065,0.378556,0,0.754808,0.0140672,0.000300755,0.754939
11.0956,0.378812,0,0.751616,0.00765886,-0.000932516,0.751656
11.0846,0.378998,0,0.750162,-0.00330275,-0.000453135,0.750169
11.0736,0.379104,0,0.7513,-0.00579649,0.00162915,0.751324
11.0626,0.379242,0,0.752395,0.00362231,0.00337917,0.752411
11.0516,0.379503,0,0.750745,0.0143293,0.00333535,0.750889
11.0406,0.379867,0,0.746403,0.0175232,0.00145601,0.74661
11.0296,0.380246,0,0.741222,0.0132454,-0.00080876,0.741341
11.0186,0.380602,0,0.736951,0.00601744,-0.00231248,0.736979
11.0076,0.380913,0,0.734675,-0.00209532,-0.00247323,0.734682
10.9966,0.381152,0,0.735419,-0.00940809,0.000110941,0.735479
10.9856,0.381291,0,0.737794,-0.0121432,0.00577055,0.737917
10.9801,0.381396,0,0.738085,-0.00449963,0.00715499,0.738133
10.9799,0.381398,0,0.738101,-0.00430009,0.00721354,0.738149
10.9752,0.381481,0,0.738419,0.00204814,0.00854477,0.738471
10.9746,0.381489,0,0.738469,0.00273706,0.00874123,0.738526
10.9636,0.381954,0,0.734154,0.0168438,0.0078576,0.734389
10.9702,0.38168,0,0.736682,0.00850381,0.00834541,0.736779
10.9699,0.38169,0,0.736625,0.00883424,0.00838231,0.736726
10.7129,-0.0961969,0,1.50722,-0.450759,-0.20919,1.58703
10.7107,-0.0992144,0,1.49541,-0.450181,-0.202687,1.5748
11.8185,0.188889,0,1.56457,0.0109508,-0.00933827,1.56464
11.8212,-0.229216,0,1.54272,0.011113,-0.00305375,1.54276
11.8212,-0.363135,0,0.887249,-0.00954138,0.000125838,0.8873
11.8212,0.363121,0,0.890081,0.00754857,-0.000116196,0.890113
10.9416,0.38317,0,0.721414,0.0326962,-0.000787029,0.722155
10.9526,0.382552,0,0.728192,0.0267834,0.00436121,0.728697
10.9306,0.383685,0,0.714412,0.0311126,-0.00555664,0.715111
10.9086,0.383644,0,0.701258,-0.0228582,-0.00592833,0.701655
10.9196,0.38371,0,0.705121,0.0146292,-0.00915073,0.705332
10.8977,0.383925,0,0.712125,-0.0542842,0.00696276,0.714225
10.8867,0.383345,0,0.727951,-0.0601866,0.0200272,0.73071
10.8757,0.382805,0,0.746181,-0.038893,0.0318545,0.747872
10.8647,0.382707,0,0.753098,-0.000490758,0.0345877,0.753892
10.8537,0.383215,0,0.749315,0.0410792,0.0302458,0.751049
10.8427,0.384071,0,0.742009,0.07251,0.0233306,0.745909
10.8317,0.384904,0,0.73881,0.0939716,0.015027,0.744914
10.8207,0.385664,0,0.726571,0.0941137,-0.00234118,0.732645
10.8097,0.386339,0,0.704536,0.0390192,-0.0234609,0.706005
10.7987,0.386469,0,0.699945,-0.0446505,-0.0257538,0.701841
10.7877,0.385942,0,0.71817,-0.111076,-0.00492601,0.726726
10.7767,0.385134,0,0.736304,-0.125324,0.0208222,0.747184
10.7657,0.384351,0,0.747618,-0.107336,0.0392985,0.756305
10.7547,0.383635,0,0.76243,-0.0720046,0.0549946,0.767794
10.7437,0.383306,0,0.768958,-0.0233931,0.064563,0.772018
10.7327,0.383597,0,0.766183,0.0248911,0.0664682,0.769464
10.7217,0.38429,0,0.760503,0.0656292,0.0617097,0.76582
10.7107,0.384838,0,0.756753,0.0997924,0.0549857,0.765282
10.6998,0.386595,0,0.757975,0.144814,0.0446922,0.772977
10.6943,0.387418,0,0.743761,0.155282,0.0289468,0.760349
10.693,0.387567,0,0.741517,0.157851,0.0262458,0.758587
10.6888,0.388198,0,0.730485,0.166097,0.0140233,0.749262
10.6859,0.388889,0,0.721104,0.170703,0.00334537,0.741041
10.6448,0.39158,0,0.673535,-0.099124,-0.0336861,0.681623
10.6338,0.390682,0,0.689184,-0.139545,-0.00307151,0.703176
10.6118,0.387364,0,0.729656,-0.14631,0.0586379,0.746487
10.6827,0.389561,0,0.710754,0.155084,-0.00749321,0.727515
10.6823,0.389676,0,0.709178,0.15471,-0.0091836,0.725916
10.6778,0.39057,0,0.694668,0.127538,-0.024505,0.706703
10.6008,0.38614,0,0.738224,-0.126008,0.0730854,0.752458
10.6166,0.388063,0,0.723583,-0.15201,0.0493063,0.741019
10.6167,0.388086,0,0.723385,-0.152095,0.0490588,0.740828
10.6215,0.388889,0,0.71631,-0.157053,0.0391774,0.734371
10.6228,0.389133,0,0.712965,-0.156578,0.0347455,0.730783
10.6282,0.38993,0,0.700904,-0.149567,0.0157738,0.716858
10.6286,0.389971,0,0.700174,-0.148463,0.0145432,0.715889
10.5898,0.385368,0,0.74096,-0.102154,0.0812256,0.752367
10.5788,0.384818,0,0.741314,-0.0805687,0.0864483,0.750674
10.5678,0.38437,0,0.740624,-0.0576333,0.0898301,0.748275
10.5568,0.384033,0,0.738533,-0.0321987,0.0923987,0.744987
10.5458,0.383873,0,0.734784,-0.0112772,0.0957115,0.741077
10.5348,0.383892,0,0.730093,0.00401035,0.100101,0.736934
10.71,-0.1,0,1.49511,-0.446652,-0.200291,1.57321
10.708,-0.103284,0,1.4908,-0.436641,-0.190839,1.56511
10.7079,-0.103616,0,1.48986,-0.436397,-0.190033,1.56404
10.7059,-0.107407,0,1.4837,-0.426649,-0.180008,1.55428
10.5238,0.384052,0,0.724722,0.0140776,0.104693,0.73238
11.8322,-0.230455,0,1.54679,0.00864622,-0.00313505,1.54682
11.8322,-0.362983,0,0.888936,-0.00845676,7.16476e-05,0.888977
11.8212,0.190137,0,1.56568,0.0129189,-0.0082348,1.56576
11.8322,0.191356,0,1.55843,0.0158668,-0.00568464,1.55852
11.8322,0.362964,0,0.891947,0.00722086,-0.000248999,0.891976
10.6668,0.39165,0,0.674978,0.0461383,-0.0480283,0.678256
10.6558,0.391885,0,0.668646,-0.0328698,-0.0506002,0.671363
10.7028,-0.111447,0,1.46306,-0.426728,-0.169981,1.53347
10.7028,-0.111459,0,1.46299,-0.426733,-0.169944,1.5334
10.6998,-0.114815,0,1.44417,-0.427893,-0.162442,1.51496
10.5128,0.384278,0,0.719426,0.0159241,0.108656,0.727759
11.8409,-0.233333,0,1.55168,0.00572694,-0.0022085,1.55169
11.8432,-0.362838,0,0.890446,-0.00725072,3.2342e-05,0.890475
11.8432,0.193459,0,1.55543,0.018248,-0.00522,1.55554
11.8432,0.362816,0,0.893701,0.00698916,-0.000308588,0.893729
10.6998,-0.114836,0,1.44412,-0.427834,-0.162408,1.51489
10.6936,-0.122222,0,1.42417,-0.410518,-0.14435,1.48917
10.6967,-0.11826,0,1.43709,-0.417805,-0.153977,1.50449
10.6967,-0.118268,0,1.43707,-0.417779,-0.153957,1.50446
10.5019,0.384504,0,0.715276,0.0113259,0.111467,0.723997
11.8517,0.196296,0,1.55256,0.0196041,-0.00312785,1.55269
11.8432,-0.23435,0,1.55258,0.00470472,-0.0019529,1.55259
11.8542,-0.236193,0,1.55476,-0.00127916,-0.00102143,1.55476
11.8542,-0.362611,0,0.89257,-0.00552679,4.14187e-05,0.892588
11.8542,0.362565,0,0.896435,0.00556544,-0.000307473,0.896452
10.6888,-0.126604,0,1.41241,-0.39826,-0.136581,1.47383
10.4909,0.384705,0,0.712584,0.00519395,0.113194,0.721537
11.8542,0.197279,0,1.55271,0.0201444,-0.0027102,1.55284
11.8652,0.200168,0,1.549,0.0188205,-0.000229416,1.54912
11.8697,0.201924,0,1.54783,0.0186719,0.000410646,1.54794
11.8652,-0.238669,0,1.55611,-0.00796968,-0.000737618,1.55613
11.8652,-0.362371,0,0.900946,-0.00520669,0.000211079,0.900961
11.8652,0.362196,0,0.900565,0.00556552,-0.000275917,0.900583
10.6842,-0.12963,0,1.41579,-0.382062,-0.131841,1.47235
10.681,-0.133572,0,1.40281,-0.37593,-0.125083,1.45768
10.6807,-0.133922,0,1.40175,-0.375322,-0.124463,1.45646
10.6782,-0.137037,4.33681e-19,1.39059,-0.371017,-0.119234,1.44416
10.4799,0.384888,0,0.710921,-0.00106737,0.114937,0.720153
11.8704,0.202435,0,1.54795,0.0187651,0.0005394,1.54806
11.8732,0.203704,0,1.5474,0.0187433,0.000962748,1.54751
11.8704,-0.240741,0,1.55717,-0.011807,-0.000244282,1.55722
11.8762,-0.36204,0,0.904503,-0.00503183,0.000234064,0.904517
11.8762,0.361747,0,0.90538,0.00644166,-0.000292476,0.905403
10.6778,-0.137326,0,1.39025,-0.369899,-0.118968,1.44353
10.6686,-0.144444,0,1.3792,-0.351259,-0.10938,1.42743
10.674,-0.140205,0,1.38665,-0.361811,-0.115086,1.43768
10.6736,-0.140487,0,1.3862,-0.360997,-0.114696,1.43701
10.4689,0.385072,0,0.710558,-0.00671238,0.116961,0.720151
11.8801,0.206113,0,1.54648,0.0184231,0.000671181,1.54659
11.8762,0.20528,0,1.54787,0.0187835,0.00102977,1.54798
11.8817,0.206213,0,1.54543,0.018105,0.000542366,1.54553
11.8871,0.207612,0,1.54389,0.0177442,2.39531e-05,1.54399
11.8762,-0.24281,0,1.5568,-0.0164555,0.000503295,1.55689
11.8871,-0.244694,0,1.55523,-0.0251075,0.00195661,1.55544
11.8871,-0.36164,0,0.908336,-0.00549668,0.00032336,0.908353
11.8871,0.3612,0,0.910852,0.00746022,-0.000218041,0.910882
10.6581,-0.151852,0,1.36893,-0.333604,-0.101558,1.41264
10.6668,-0.145712,0,1.37691,-0.347903,-0.107831,1.42427
10.4579,0.385275,0,0.712184,-0.0058953,0.119983,0.722244
11.8934,0.211111,0,1.54368,0.0186907,-0.000672405,1.54379
11.8971,-0.248148,0,1.55286,-0.0353612,0.00241057,1.55326
11.8981,-0.360489,0,0.911432,-0.00611804,0.000224528,0.911453
11.8981,0.360508,0,0.917235,0.00760095,-7.93234e-05,0.917266
10.6558,-0.1534,0,1.36781,-0.329517,-0.100804,1.41055
10.6469,-0.159259,0,1.36037,-0.319066,-0.0968137,1.40064
10.4469,0.385556,0,0.711263,0.00597106,0.123677,0.72196
11.8981,0.21316,0,1.54222,0.019188,-0.00114629,1.54234
11.9091,0.215678,0,1.54015,0.0209515,-0.00229025,1.54029
11.8981,-0.248657,0,1.55239,-0.0365756,0.00248497,1.55282
11.9091,-0.251455,0,1.54801,-0.0481817,0.0028162,1.54876
11.915,-0.253452,0,1.54474,-0.0539042,0.00297391,1.54568
11.9091,-0.359515,0,0.918741,-0.00695232,0.000298278,0.918767
11.9091,0.359565,0,0.925042,0.00712365,-3.32479e-05,0.925069
10.6448,-0.160797,0,1.35598,-0.316904,-0.0949759,1.39576
10.6391,-0.164022,0,1.35409,-0.310711,-0.0940876,1.39246
10.4359,0.385971,0,0.711152,0.0174115,0.124546,0.722186
11.9145,0.218519,0,1.54124,0.0233339,-0.00332671,1.54142
11.916,-0.253677,0,1.54412,-0.0548104,0.00295836,1.5451
11.9201,-0.255059,-4.33681e-19,1.54185,-0.0588831,0.00307035,1.54298
11.9115,-0.359259,0,0.920693,-0.00712119,0.000322043,0.920721
11.9119,0.359259,0,0.927505,0.00700003,-4.90839e-05,0.927532
10.6385,-0.164382,0,1.35392,-0.310019,-0.0940439,1.39214
10.6345,-0.166667,0,1.35223,-0.305853,-0.0936281,1.38955
10.6338,-0.167095,2.1684e-19,1.3517,-0.305086,-0.0935669,1.38886
10.6295,-0.168898,0,1.35253,-0.301004,-0.0930025,1.38874
10.6286,-0.169215,0,1.35289,-0.300268,-0.093068,1.38894
10.6228,-0.171682,0,1.35385,-0.294813,-0.0925415,1.38866
10.4249,0.386552,0,0.713564,0.0305832,0.127684,0.725543
11.9201,0.221393,0,1.54038,0.0263294,-0.00387951,1.54061
11.9216,-0.255556,-4.33681e-19,1.54081,-0.0599789,0.00306915,1.54198
11.9253,-0.256583,0,1.53813,-0.0624467,0.00331291,1.5394
11.9201,-0.358414,0,0.928967,-0.00782964,0.000536974,0.929
11.9311,-0.357567,0,0.938008,-0.00780577,0.000870682,0.938041
11.9201,0.358432,0,0.936954,0.00679932,-0.000166926,0.936978
11.9311,0.357555,0,0.947654,0.00742615,-0.000216585,0.947683
11.9266,0.224028,0,1.54012,0.0302263,-0.00389706,1.54042
11.9267,0.224074,0,1.54012,0.030289,-0.00389795,1.54042
11.9311,0.225926,0,1.53999,0.0329997,-0.00390839,1.54034
11.9311,-0.258178,0,1.53397,-0.0663925,0.0037283,1.53541
11.9259,-0.256789,0,1.53768,-0.0628943,0.0033518,1.53897
10.6177,-0.174074,0,1.35013,-0.291011,-0.0909172,1.38413
10.6118,-0.176871,0,1.34779,-0.285936,-0.0899846,1.38072
10.4139,0.387547,0,0.715574,0.0522156,0.133136,0.729725
11.9421,-0.260272,0,1.52371,-0.0702453,0.00309167,1.52534
11.9421,-0.356903,0,0.957318,-0.00786087,0.00159709,0.957351
11.9421,0.356886,0,0.970896,0.00882956,-0.000279515,0.970936
11.9311,0.225943,0,1.54002,0.0330282,-0.0039068,1.54038
11.9356,0.227866,0,1.53807,0.0353257,-0.00394719,1.53848
11.9357,0.227907,0,1.538,0.0353736,-0.00395027,1.53841
11.9421,0.230638,0,1.5349,0.0385696,-0.00401907,1.53539
10.605,-0.181481,0,1.33026,-0.282012,-0.0887069,1.36272
10.6008,-0.183842,0,1.32205,-0.278293,-0.0865962,1.35379
10.4029,0.387904,0,0.716709,0.0693985,0.137847,0.733137
11.949,0.233333,0,1.53419,0.0440067,-0.00361769,1.53483
11.9501,-0.262963,0,1.51859,-0.0724397,0.00297286,1.52032
11.9531,-0.357304,0,0.96164,-0.00769636,0.00175732,0.961673
11.9531,0.356362,0,0.986647,0.00887769,-0.000301943,0.986687
10.5898,-0.18736,0,1.32381,-0.263131,-0.0877156,1.35256
10.5862,-0.188889,0,1.31414,-0.258153,-0.0869793,1.34208
10.5788,-0.191671,0,1.30747,-0.24615,-0.0848573,1.33314
10.3974,0.388889,0,0.715144,0.0797871,0.14285,0.733623
10.4249,-0.191629,0,1.32691,-0.0207313,-0.0709802,1.32897
10.4029,-0.186482,0,1.31247,0.00203696,-0.0705513,1.31436
10.3919,-0.184767,0,1.29646,0.0191564,-0.0688361,1.29843
10.4177,-0.190088,0,1.31868,-0.0118626,-0.0725686,1.32073
10.4193,-0.190395,0,1.32051,-0.0139329,-0.0724398,1.32257
10.4139,-0.189275,0,1.31437,-0.00722084,-0.0734309,1.31644
10.4128,-0.188889,0,1.31324,-0.00605519,-0.0739874,1.31533
10.4081,-0.187721,0,1.31294,-0.00221247,-0.0721884,1.31492
10.4094,-0.188056,0,1.31299,-0.00327993,-0.0727899,1.31501
11.9581,0.238184,0,1.53552,0.0512895,-0.00274894,1.53637
11.9531,0.235572,0,1.5363,0.04875,-0.00306754,1.53708
11.9531,-0.264153,0,1.51808,-0.0732528,0.0031504,1.51985
11.9641,-0.266809,0,1.50653,-0.0679902,0.000886204,1.50806
11.9641,-0.355922,0,0.981778,-0.00864912,0.00211431,0.981818
11.9641,0.355928,0,0.99859,0.00822556,-0.000341987,0.998624
11.9587,0.238745,0,1.53574,0.0518313,-0.00268255,1.53662
11.9621,0.240741,0,1.5355,0.0537813,-0.00243117,1.53645
10.5678,-0.19446,0,1.30895,-0.219932,-0.0839894,1.32996
10.5632,-0.196296,0,1.29936,-0.211421,-0.084053,1.31913
10.5568,-0.198708,0,1.29599,-0.200745,-0.0821036,1.31401
10.4469,-0.195298,0,1.34354,-0.0450708,-0.0735123,1.34631
10.4359,-0.192938,0,1.33638,-0.0324083,-0.0724078,1.33874
10.4489,-0.196296,0,1.34243,-0.0463667,-0.0749733,1.34532
10.4579,-0.199182,0,1.34489,-0.0534824,-0.0722338,1.34789
10.3919,0.390396,0,0.708555,0.092891,0.143658,0.728914
10.3809,0.391609,0,0.706613,0.117887,0.150675,0.732053
10.3809,-0.183391,0,1.28355,0.0334857,-0.0638359,1.28557
11.9738,-0.27037,0,1.50654,-0.0641964,0.00118943,1.50791
11.9751,-0.356371,0,0.978324,-0.00729389,0.00196354,0.978353
11.9751,0.35636,0,0.995378,0.00499959,-0.000634025,0.995391
11.9641,0.241851,0,1.53638,0.0551579,-0.0023468,1.53738
11.9683,0.243188,0,1.53436,0.0562638,-0.00210276,1.5354
11.9695,0.243393,0,1.53323,0.0563452,-0.00205323,1.53427
11.9751,0.24532,0,1.53081,0.0580135,-0.00168197,1.53191
10.5458,-0.20001,0,1.30764,-0.174631,-0.0802058,1.32169
10.5348,-0.200281,0,1.31562,-0.154185,-0.0794172,1.327
10.5238,-0.201065,0,1.32325,-0.131567,-0.078991,1.33211
10.5128,-0.201135,0,1.33077,-0.113397,-0.0780509,1.33787
10.5019,-0.20131,0,1.33724,-0.0994453,-0.0775918,1.34318
10.4909,-0.200596,0,1.34356,-0.0875142,-0.077386,1.34863
10.4799,-0.199916,0,1.34634,-0.0766539,-0.0756882,1.35065
10.4689,-0.199167,0,1.34704,-0.0661988,-0.0746231,1.35073
10.3699,0.393136,0,0.712124,0.141162,0.161677,0.743765
10.3646,0.394121,0,0.709623,0.147551,0.165611,0.743481
10.3726,-0.181481,0,1.27378,0.0436811,-0.0714168,1.27653
11.9751,-0.271072,0,1.50759,-0.0637566,0.00144483,1.50894
11.9861,-0.274036,0,1.50413,-0.0558702,0.000507049,1.50517
11.9861,-0.355496,0,0.999923,-0.00670807,0.00261533,0.999949
11.9861,0.356791,0,1.00018,0.00656525,-0.00095999,1.0002
11.9822,0.248148,0,1.52811,0.0584711,-0.00119801,1.52922
10.3631,0.394255,0,0.709536,0.148036,0.166109,0.743605
10.3589,0.394982,4.33681e-19,0.707631,0.15257,0.169493,0.74347
10.3699,-0.180732,0,1.27293,0.0463897,-0.072421,1.27583
10.3589,-0.178086,0,1.26662,0.0579735,-0.0733004,1.27007
11.9861,0.250091,0,1.52832,0.0588826,-0.000953513,1.52945
11.9971,0.254859,0,1.52711,0.0574565,-0.000801221,1.52819
11.995,-0.277778,0,1.50844,-0.0521139,0.000560314,1.50934
11.9971,-0.356637,0,0.990123,-0.00881358,0.00236299,0.990165
11.9971,0.356029,0,1.01804,0.00664934,-0.000650377,1.01806
10.3518,0.396296,0,0.706592,0.160206,0.179872,0.74652
10.3479,0.397147,0,0.706324,0.166864,0.181516,0.748121
10.3427,0.398151,0,0.702778,0.175177,0.177746,0.745773
10.3479,-0.17661,0,1.25548,0.0706085,-0.0730733,1.25958
10.3421,-0.175244,0,1.25083,0.0751117,-0.0742445,1.25528
11.9985,0.255556,0,1.52681,0.0574596,-0.000770791,1.52789
11.9971,-0.27885,0,1.50908,-0.051225,0.000576852,1.50995
12.0081,-0.281884,0,1.50287,-0.0478927,-0.000849683,1.50363
12.0081,-0.357279,0,0.971335,-0.00689265,0.0018672,0.971361
12.0081,0.357232,0,0.986848,0.00900754,-0.00078693,0.986889
10.3419,0.398268,0,0.702454,0.176605,0.177812,0.74582
10.3369,0.399224,0,0.698439,0.184351,0.174431,0.743121
10.3417,-0.175143,0,1.25056,0.0754113,-0.0743365,1.25503
10.3374,-0.174074,0,1.24716,0.0787426,-0.0754613,1.25192
12.0157,0.262963,0,1.52513,0.0571633,-0.0010324,1.5262
12.0081,0.259324,0,1.52383,0.0567296,-0.000619376,1.52489
12.0172,-0.285185,0,1.50936,-0.0482908,-0.000359544,1.51014
12.0191,-0.356625,0,0.976897,-0.0063566,0.00159043,0.976919
12.0191,0.3563,0,0.993882,0.00872826,-0.000531275,0.993921
10.3314,0.400445,0,0.692514,0.188645,0.168507,0.737264
10.3296,0.400706,0,0.691359,0.189438,0.166011,0.735815
10.3369,-0.173922,0,1.24792,0.0788214,-0.0749037,1.25265
10.3324,-0.172883,0,1.25014,0.0795983,-0.0714508,1.25471
10.3319,-0.172788,0,1.24995,0.0797894,-0.0712712,1.25452
10.3259,-0.171454,0,1.2523,0.0810372,-0.0670682,1.25671
12.0191,0.2646,0,1.52689,0.0574336,-0.00141865,1.52797
12.0301,0.269509,0,1.5303,0.0575415,-0.0020992,1.53138
12.0191,-0.286221,0,1.51193,-0.0481875,0.000260191,1.5127
12.0301,-0.289625,0,1.50857,-0.0481819,-0.00029074,1.50934
12.0301,-0.35597,0,1.00088,-0.00952973,0.00141154,1.00093
12.0301,0.356576,0,0.994061,0.00858781,-0.000519128,0.994098
10.3259,0.401457,0,0.687762,0.192006,0.161751,0.732152
10.3149,0.403521,0,0.694739,0.204158,0.16351,0.742347
10.3141,0.403704,0,0.695111,0.206323,0.163678,0.74333
10.3149,-0.170186,0,1.24389,0.0850871,-0.0672033,1.2486
12.0312,0.27037,0,1.53079,0.0576989,-0.00214748,1.53188
