xp,yp,label,umag,ux
11.4837,-0.12963,0,0.0,0.0
11.4848,-0.122222,0,0.0,0.0
11.4872,-0.114815,0,0.0,0.0
11.4896,-0.110946,0,0.0,0.0
11.4917,-0.107407,0,0.0,0.0
11.4936,-0.1,0,0.0,0.0
11.4943,-0.0925926,0,0.0,0.0
11.4949,-0.0851852,0,0.0,0.0
11.4951,-0.0777778,0,0.0,0.0
11.4953,-0.0703704,0,0.0,0.0
11.4956,-0.062963,0,0.0,0.0
11.4956,-0.0555556,0,0.0,0.0
11.4955,-0.0481481,0,0.0,0.0
11.4948,-0.0407407,0,0.0,0.0
11.4947,-0.0333333,0,0.0,0.0
11.4935,-0.0259259,0,0.0,0.0
11.4921,-0.0222709,0,0.0,0.0
11.492,-0.0213903,0,0.0,0.0
11.491,-0.0185185,0,0.0,0.0
11.4896,-0.0158474,0,0.0,0.0
11.4886,-0.013951,0,0.0,0.0
11.4885,-0.0138587,0,0.0,0.0
11.4871,-0.0111111,0,0.0,0.0
11.4843,-0.0037037,0,0.0,0.0
11.4821,0.0037037,0,0.0,0.0
11.4786,0.00839368,0,0.0,0.0
11.4764,0.0111111,0,0.0,0.0
11.4725,0.0185185,0,0.0,0.0
11.4705,0.0222798,0,0.0,0.0
11.4704,0.0226099,0,0.0,0.0
11.4684,0.0259259,0,0.0,0.0
11.4676,0.0265217,0,0.0,0.0
11.4649,0.0294993,0,0.0,0.0
11.4647,0.029689,0,0.0,0.0
11.4619,0.0333333,0,0.0,0.0
11.4588,0.0371933,0,0.0,0.0
11.4566,0.0396653,0,0.0,0.0
11.4554,0.0407407,0,0.0,0.0
11.4592,0.0367898,0,0.0,0.0
11.4534,0.0436612,0,0.0,0.0
11.4505,0.0481481,0,0.0,0.0
11.4531,0.0443611,0,0.0,0.0
11.4482,0.0517781,0,0.0,0.0
11.4451,0.0555556,0,0.0,0.0
11.4456,0.0550645,0,0.0,0.0
11.4481,0.0519034,0,0.0,0.0
11.4423,0.0588667,0,0.0,0.0
11.4392,0.062963,0,0.0,0.0
11.4422,0.0591027,0,0.0,0.0
11.437,0.0662779,0,0.0,0.0
11.4334,0.0703704,0,0.0,0.0
11.4346,0.0690977,0,0.0,0.0
11.4367,0.0665325,0,0.0,0.0
11.4316,0.0734099,0,0.0,0.0
11.4292,0.0777778,0,0.0,0.0
11.4314,0.0740002,0,0.0,0.0
11.4267,0.0818441,0,0.0,0.0
11.4267,0.0815988,0,0.0,0.0
11.4242,0.0851852,0,0.0,0.0
11.4236,0.0856934,0,0.0,0.0
11.421,0.0888371,0,0.0,0.0
11.4208,0.0889674,0,0.0,0.0
11.4183,0.0925926,0,0.0,0.0
11.4126,0.101697,0,0.0,0.0
11.4141,0.1,0,0.0,0.0
11.4161,0.0963381,0,0.0,0.0
11.4158,0.0970742,0,0.0,0.0
11.4108,0.104003,0,0.0,0.0
11.4106,0.104265,0,0.0,0.0
11.4084,0.107407,0,0.0,0.0
11.4061,0.114815,0,0.0,0.0
11.4041,0.118125,0,0.0,0.0
11.4039,0.118295,0,0.0,0.0
11.4016,0.1211,0,0.0,0.0
11.4004,0.122222,0,0.0,0.0
11.3981,0.125467,0,0.0,0.0
11.398,0.125916,0,0.0,0.0
11.3957,0.12963,0,0.0,0.0
11.3936,0.133328,0,0.0,0.0
11.3935,0.133755,0,0.0,0.0
11.3916,0.137037,0,0.0,0.0
11.3906,0.138245,0,0.0,0.0
11.3886,0.141097,0,0.0,0.0
11.3885,0.141227,0,0.0,0.0
11.3866,0.144444,0,0.0,0.0
11.3831,0.151852,0,0.0,0.0
11.3815,0.154872,0,0.0,0.0
11.3814,0.154973,0,0.0,0.0
11.3796,0.157619,0,0.0,0.0
11.3783,0.159259,0,0.0,0.0
11.376,0.162502,0,0.0,0.0
11.3758,0.163022,0,0.0,0.0
11.3734,0.166667,0,0.0,0.0
11.3713,0.1702,0,0.0,0.0
11.3713,0.17023,0,0.0,0.0
11.3687,0.174074,0,0.0,0.0
11.3686,0.174178,0,0.0,0.0
11.3661,0.178094,0,0.0,0.0
11.3661,0.178102,0,0.0,0.0
11.3643,0.181481,0,0.0,0.0
11.3619,0.185138,0,0.0,0.0
11.3614,0.185955,0,0.0,0.0
11.3595,0.188889,0,0.0,0.0
11.3576,0.192565,0,0.0,0.0
11.3554,0.196296,0,0.0,0.0
11.3534,0.199259,0,0.0,0.0
11.353,0.200087,0,0.0,0.0
11.3491,0.206848,0,0.0,0.0
11.3505,0.203704,0,0.0,0.0
11.3491,0.206897,0,0.0,0.0
11.3468,0.211111,0,0.0,0.0
11.3466,0.211433,0,0.0,0.0
11.3437,0.218519,0,0.0,0.0
11.3431,0.219024,0,0.0,0.0
11.3383,0.225926,0,0.0,0.0
11.3384,0.225699,0,0.0,0.0
11.3363,0.233333,0,0.0,0.0
11.3356,0.236274,0,0.0,0.0
11.3345,0.240741,0,0.0,0.0
11.3331,0.248148,0,0.0,0.0
11.3321,0.255556,0,0.0,0.0
11.332,0.259312,0,0.0,0.0
11.3319,0.260447,0,0.0,0.0
11.3318,0.262963,0,0.0,0.0
11.332,0.265506,0,0.0,0.0
11.3321,0.266566,0,0.0,0.0
11.3324,0.27037,0,0.0,0.0
11.3335,0.277778,0,0.0,0.0
11.3356,0.288162,0,0.0,0.0
11.3368,0.292593,0,0.0,0.0
11.3349,0.285185,0,0.0,0.0
11.3388,0.296601,0,0.0,0.0
11.3389,0.296951,0,0.0,0.0
11.3403,0.3,0,0.0,0.0
11.3425,0.303339,0,0.0,0.0
11.3427,0.303799,0,0.0,0.0
11.3451,0.307407,0,0.0,0.0
11.3466,0.310015,0,0.0,0.0
11.3502,0.314815,0,0.0,0.0
11.3514,0.315646,0,0.0,0.0
11.3554,0.31902,0,0.0,0.0
11.3576,0.321008,0,0.0,0.0
11.3686,0.324565,0,0.0,0.0
11.3604,0.322222,0,0.0,0.0
11.3703,0.325124,0,0.0,0.0
11.379,0.327049,0,0.0,0.0
11.3796,0.327138,0,0.0,0.0
11.3906,0.327862,0,0.0,0.0
11.4016,0.328272,0,0.0,0.0
11.4126,0.328678,0,0.0,0.0
11.4236,0.329219,0,0.0,0.0
11.4294,0.32963,0,0.0,0.0
11.4346,0.329977,0,0.0,0.0
11.4456,0.330735,0,0.0,0.0
11.4508,0.331143,0,0.0,0.0
11.452,0.331197,0,0.0,0.0
11.4566,0.331568,0,0.0,0.0
11.4676,0.332442,0,0.0,0.0
11.4786,0.333202,0,0.0,0.0
11.4896,0.333945,0,0.0,0.0
11.5006,0.334793,0,0.0,0.0
11.5055,0.33521,0,0.0,0.0
11.507,0.33526,0,0.0,0.0
11.5116,0.33562,0,0.0,0.0
11.5226,0.336155,0,0.0,0.0
11.5336,0.336514,0,0.0,0.0
11.5446,0.336653,0,0.0,0.0
11.5556,0.336704,0,0.0,0.0
11.5666,0.33686,0,0.0,0.0
11.5755,0.337037,0,0.0,0.0
11.5776,0.337078,0,0.0,0.0
11.5886,0.337154,0,0.0,0.0
11.5996,0.338434,0,0.0,0.0
11.6049,0.33882,0,0.0,0.0
11.6062,0.338876,0,0.0,0.0
11.6106,0.339205,0,0.0,0.0
11.6216,0.339929,0,0.0,0.0
11.6326,0.340258,0,0.0,0.0
11.6436,0.339995,0,0.0,0.0
11.6488,0.33936,0,0.0,0.0
11.6504,0.339268,0,0.0,0.0
11.6546,0.338814,0,0.0,0.0
11.6651,0.337037,0,0.0,0.0
11.6656,0.336918,0,0.0,0.0
11.6716,0.335289,0,0.0,0.0
11.6717,0.335273,0,0.0,0.0
11.6766,0.334087,0,0.0,0.0
11.682,0.332345,0,0.0,0.0
11.6827,0.332157,0,0.0,0.0
11.6876,0.330533,0,0.0,0.0
11.6899,0.32963,0,0.0,0.0
11.6939,0.328146,0,0.0,0.0
11.6941,0.328065,0,0.0,0.0
11.6986,0.326628,0,0.0,0.0
11.704,0.324699,0,0.0,0.0
11.7044,0.324601,0,0.0,0.0
11.7096,0.322628,0,0.0,0.0
11.711,0.322222,0,0.0,0.0
11.7161,0.320611,0,0.0,0.0
11.7162,0.320597,0,0.0,0.0
11.7206,0.319262,0,0.0,0.0
11.7258,0.317559,0,0.0,0.0
11.7267,0.317264,0,0.0,0.0
11.7316,0.315717,0,0.0,0.0
11.7355,0.314815,0,0.0,0.0
11.7426,0.312488,0,0.0,0.0
11.7536,0.309007,0,0.0,0.0
11.7592,0.307407,0,0.0,0.0
11.7646,0.305383,0,0.0,0.0
11.7687,0.304959,0,0.0,0.0
11.7704,0.304783,0,0.0,0.0
11.7756,0.304228,0,0.0,0.0
11.7808,0.302929,0,0.0,0.0
11.7819,0.302691,0,0.0,0.0
11.7866,0.301528,0,0.0,0.0
11.7976,0.300815,0,0.0,0.0
11.8086,0.300328,0,0.0,0.0
11.8196,0.300344,0,0.0,0.0
11.8306,0.301081,0,0.0,0.0
11.8416,0.30154,0,0.0,0.0
11.846,0.302293,0,0.0,0.0
11.8474,0.302377,0,0.0,0.0
11.8526,0.303348,0,0.0,0.0
11.8636,0.305206,0,0.0,0.0
11.8689,0.305599,0,0.0,0.0
11.8707,0.305754,0,0.0,0.0
11.8746,0.306049,0,0.0,0.0
11.8795,0.307407,0,0.0,0.0
11.8816,0.307966,0,0.0,0.0
11.8818,0.308031,0,0.0,0.0
11.8856,0.309016,0,0.0,0.0
11.8966,0.309656,0,0.0,0.0
11.9076,0.311318,0,0.0,0.0
11.9186,0.312565,0,0.0,0.0
11.9241,0.313291,0,0.0,0.0
11.9256,0.313414,0,0.0,0.0
11.9296,0.313913,0,0.0,0.0
11.9342,0.314815,0,0.0,0.0
11.9366,0.315246,0,0.0,0.0
11.9367,0.315271,0,0.0,0.0
11.9406,0.315932,0,0.0,0.0
11.9516,0.317308,0,0.0,0.0
11.9626,0.31804,0,0.0,0.0
11.9736,0.31846,0,0.0,0.0
11.9846,0.318702,0,0.0,0.0
11.9956,0.318793,0,0.0,0.0
12.0066,0.318751,0,0.0,0.0
12.0176,0.318608,0,0.0,0.0
12.0286,0.318419,0,0.0,0.0
12.0396,0.31821,0,0.0,0.0
12.0506,0.31801,0,0.0,0.0
12.0616,0.317873,0,0.0,0.0
12.0726,0.317857,0,0.0,0.0
12.0836,0.318004,0,0.0,0.0
12.0946,0.318306,0,0.0,0.0
12.1056,0.318723,0,0.0,0.0
12.1166,0.319419,0,0.0,0.0
12.1276,0.320701,0,0.0,0.0
12.1351,0.322222,0,0.0,0.0
12.1386,0.323029,0,0.0,0.0
12.1496,0.324768,0,0.0,0.0
12.1606,0.325818,0,0.0,0.0
12.1716,0.326778,0,0.0,0.0
12.1826,0.328328,0,0.0,0.0
12.1885,0.32963,0,0.0,0.0
12.1936,0.330784,0,0.0,0.0
12.2046,0.332291,0,0.0,0.0
12.2156,0.333146,0,0.0,0.0
12.2266,0.333782,0,0.0,0.0
12.2376,0.334435,0,0.0,0.0
12.2486,0.334991,0,0.0,0.0
12.2596,0.335195,0,0.0,0.0
12.2706,0.334894,0,0.0,0.0
12.2816,0.334265,0,0.0,0.0
12.2926,0.333489,0,0.0,0.0
12.3036,0.332638,0,0.0,0.0
12.3146,0.331425,0,0.0,0.0
12.3191,0.330969,0,0.0,0.0
12.3199,0.330914,0,0.0,0.0
12.3256,0.330283,0,0.0,0.0
12.3318,0.32963,0,0.0,0.0
12.3366,0.329135,0,0.0,0.0
12.3476,0.328475,0,0.0,0.0
12.3531,0.328322,0,0.0,0.0
12.3546,0.328306,0,0.0,0.0
12.3586,0.328207,0,0.0,0.0
12.3696,0.328286,0,0.0,0.0
12.3736,0.328449,0,0.0,0.0
12.3749,0.328499,0,0.0,0.0
12.3806,0.328734,0,0.0,0.0
12.3916,0.329729,0,0.0,0.0
12.3906,0.32963,0,0.0,0.0
12.3977,0.330522,0,0.0,0.0
12.3979,0.330536,0,0.0,0.0
12.4026,0.331077,0,0.0,0.0
12.4136,0.332313,0,0.0,0.0
12.4246,0.333267,0,0.0,0.0
12.4356,0.334208,0,0.0,0.0
12.4466,0.33565,0,0.0,0.0
12.4509,0.336307,0,0.0,0.0
12.451,0.336326,0,0.0,0.0
12.4576,0.33753,0,0.0,0.0
12.455,0.337037,0,0.0,0.0
12.4627,0.338291,0,0.0,0.0
12.4635,0.338371,0,0.0,0.0
12.4686,0.339119,0,0.0,0.0
12.4796,0.340218,0,0.0,0.0
12.4906,0.341134,0,0.0,0.0
12.5016,0.342269,0,0.0,0.0
12.5064,0.342873,0,0.0,0.0
12.5073,0.342928,0,0.0,0.0
12.5126,0.343647,0,0.0,0.0
12.5188,0.344444,0,0.0,0.0
12.5236,0.345118,0,0.0,0.0
12.5346,0.346191,0,0.0,0.0
12.5385,0.346662,0,0.0,0.0
12.5402,0.346799,0,0.0,0.0
12.5456,0.347522,0,0.0,0.0
12.5566,0.348933,0,0.0,0.0
12.5616,0.349803,0,0.0,0.0
12.5625,0.3499,0,0.0,0.0
12.5676,0.350805,0,0.0,0.0
12.5723,0.351852,0,0.0,0.0
