xp,yp,label,umag,ux
10.5057,-0.244642,0,0.0,0.0
10.4946,-0.245242,0,0.0,0.0
10.4836,-0.246958,0,0.0,0.0
10.4801,-0.248148,0,0.0,0.0
10.4726,-0.250452,0,0.0,0.0
10.4616,-0.25298,0,0.0,0.0
10.4563,-0.255556,0,0.0,0.0
10.4506,-0.258352,0,0.0,0.0
10.4396,-0.260799,0,0.0,0.0
10.434,-0.262963,0,0.0,0.0
10.4286,-0.265132,0,0.0,0.0
10.4176,-0.267046,0,0.0,0.0
10.4066,-0.26866,0,0.0,0.0
10.401,-0.269458,0,0.0,0.0
10.4008,-0.269494,0,0.0,0.0
10.3956,-0.270258,0,0.0,0.0
10.3952,-0.27037,0,0.0,0.0
10.3906,-0.271087,0,0.0,0.0
10.3904,-0.271133,0,0.0,0.0
10.3846,-0.271836,0,0.0,0.0
10.3736,-0.272184,0,0.0,0.0
10.3626,-0.272098,0,0.0,0.0
10.3568,-0.27037,0,0.0,0.0
10.3516,-0.26872,0,0.0,0.0
10.3406,-0.267083,0,0.0,0.0
10.3296,-0.266439,0,0.0,0.0
10.3186,-0.265956,0,0.0,0.0
10.3076,-0.265946,0,0.0,0.0
10.2966,-0.266679,0,0.0,0.0
10.2856,-0.269022,0,0.0,0.0
10.2828,-0.27037,0,0.0,0.0
10.2746,-0.273909,0,0.0,0.0
10.2672,-0.277778,0,0.0,0.0
10.2636,-0.27996,0,0.0,0.0
10.255,-0.285185,0,0.0,0.0
10.2526,-0.286724,0,0.0,0.0
10.247,-0.289884,0,0.0,0.0
10.2466,-0.290141,0,0.0,0.0
10.2424,-0.292593,0,0.0,0.0
10.2416,-0.293085,0,0.0,0.0
10.2371,-0.295242,0,0.0,0.0
10.2364,-0.295511,0,0.0,0.0
10.2306,-0.298241,0,0.0,0.0
10.2271,-0.3,0,0.0,0.0
10.2196,-0.303256,0,0.0,0.0
10.2086,-0.305832,0,0.0,0.0
10.2022,-0.307407,0,0.0,0.0
10.1976,-0.308456,0,0.0,0.0
10.1866,-0.309272,0,0.0,0.0
10.1756,-0.308475,0,0.0,0.0
10.1717,-0.307407,0,0.0,0.0
10.1646,-0.305662,0,0.0,0.0
10.1536,-0.303426,0,0.0,0.0
10.145,-0.3,0,0.0,0.0
10.1426,-0.298665,0,0.0,0.0
10.1316,-0.294738,0,0.0,0.0
10.1281,-0.292593,0,0.0,0.0
10.1206,-0.288483,0,0.0,0.0
10.1153,-0.285185,0,0.0,0.0
10.1096,-0.281555,0,0.0,0.0
10.1037,-0.277778,0,0.0,0.0
10.0986,-0.274401,0,0.0,0.0
10.0919,-0.27037,0,0.0,0.0
10.0876,-0.26765,0,0.0,0.0
10.0765,-0.263943,0,0.0,0.0
10.0727,-0.263358,0,0.0,0.0
10.0726,-0.263302,0,0.0,0.0
10.0705,-0.262963,0,0.0,0.0
10.0655,-0.261624,0,0.0,0.0
10.0571,-0.262963,0,0.0,0.0
10.0545,-0.263676,0,0.0,0.0
10.0528,-0.264527,0,0.0,0.0
10.0458,-0.268768,0,0.0,0.0
10.0435,-0.270447,0,0.0,0.0
10.0436,-0.27037,0,0.0,0.0
10.04,-0.274065,0,0.0,0.0
10.04,-0.274081,0,0.0,0.0
10.0351,-0.281066,0,0.0,0.0
10.0351,-0.281085,0,0.0,0.0
10.0367,-0.277778,0,0.0,0.0
10.0326,-0.285185,0,0.0,0.0
10.0325,-0.285275,0,0.0,0.0
10.0306,-0.289584,0,0.0,0.0
10.0306,-0.289584,0,0.0,0.0
10.0296,-0.292593,0,0.0,0.0
10.0276,-0.3,0,0.0,0.0
10.027,-0.307407,0,0.0,0.0
10.027,-0.314815,0,0.0,0.0
10.027,-0.322222,0,0.0,0.0
10.0271,-0.32963,0,0.0,0.0
10.0274,-0.337037,0,0.0,0.0
10.028,-0.344444,0,0.0,0.0
10.0293,-0.351852,0,0.0,0.0
10.0303,-0.355236,0,0.0,0.0
10.0303,-0.355835,0,0.0,0.0
10.0314,-0.359259,0,0.0,0.0
10.0325,-0.361896,0,0.0,0.0
10.0343,-0.366667,0,0.0,0.0
10.0352,-0.369377,0,0.0,0.0
10.0354,-0.370395,0,0.0,0.0
10.0368,-0.374074,0,0.0,0.0
10.0381,-0.381481,0,0.0,0.0
10.0402,-0.388889,0,0.0,0.0
10.0418,-0.392364,0,0.0,0.0
10.0419,-0.392509,0,0.0,0.0
10.0435,-0.395546,0,0.0,0.0
10.049,-0.393168,0,0.0,0.0
10.0545,-0.395245,0,0.0,0.0
10.0583,-0.393493,0,0.0,0.0
10.06,-0.392769,0,0.0,0.0
10.0655,-0.390111,0,0.0,0.0
10.0694,-0.388889,0,0.0,0.0
10.0765,-0.386966,0,0.0,0.0
10.0876,-0.387789,0,0.0,0.0
